;host_response_time;host_response_rate;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;year;month
'host_response_time','host_response_rate','host_is_superhost','host_listings_count','latitude','longitude','property_type','room_type','accommodates','bathrooms','bedrooms','beds','bed_type','amenities','price','security_deposit','cleaning_fee','guests_included','extra_people','minimum_nights','maximum_nights','number_of_reviews','review_scores_rating','review_scores_accuracy','review_scores_cleanliness','review_scores_checkin','review_scores_communication','review_scores_location','review_scores_value','instant_bookable','is_business_travel_ready','cancellation_policy','year','month';'host_response_time';'host_response_rate';'host_is_superhost';'host_listings_count';'latitude';'longitude';'property_type';'room_type';'accommodates';'bathrooms';'bedrooms';'beds';'bed_type';'amenities';'price';'security_deposit';'cleaning_fee';'guests_included';'extra_people';'minimum_nights';'maximum_nights';'number_of_reviews';'review_scores_rating';'review_scores_accuracy';'review_scores_cleanliness';'review_scores_checkin';'review_scores_communication';'review_scores_location';'review_scores_value';'instant_bookable';'is_business_travel_ready';'cancellation_policy';'year';'month'
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;within a few hours;100%;t;5.0;-2.298.483.748.861.760;-4.320.329.240.413.400;House;Private room;3;1.5;1.0;3.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),Cat(s),""Buzzer/wireless intercom"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide entryway"",""Host greets you"",""Handheld shower head"",""Paid parking on premises""}";$130.00;;$120.00;1;$150.00;3;40;10;95.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
;within a few hours;100%;t;5.0;-22.984.179.079.045.600;-43.203.493.189.184.700;House;Private room;2;1.5;1.0;2.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),Cat(s),""Buzzer/wireless intercom"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet"",""Wide entryway"",""Host greets you"",""Paid parking on premises""}";$271.00;;$120.00;1;$150.00;3;40;21;94.0;9.0;10.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
;within a few hours;100%;t;5.0;-22.984.910.576.089.700;-4.320.355.493.684.100;House;Private room;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,Kitchen,""Pets live on this property"",Dog(s),Cat(s),""Buzzer/wireless intercom"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}";$181.00;;$120.00;1;$150.00;3;20;27;94.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
;within an hour;100%;t;2.0;-2.296.510.232.230.970;-4.317.944.595.538.170;Apartment;Entire home/apt;6;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Safety card"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""High chair"",""Hot water"",""Long term stays allowed""}";$147.00;$400.00;$80.00;2;$20.00;2;365;218;96.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict;2018;4
;;;f;2.0;-2.298.376.234.663.370;-43.190.624.197.339.900;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";$444.00;$1,025.00;$137.00;4;$444.00;1;1125;4;90.0;9.0;8.0;10.0;10.0;9.0;7.0;f;f;strict;2018;4
;within a day;80%;f;2.0;-22.956.953.336.505.400;-43.202.939.464.283.900;Apartment;Entire home/apt;2;2.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Hot tub"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}";$430.00;;$150.00;2;$250.00;3;1125;2;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;flexible;2018;4
;within an hour;100%;t;3.0;-22.982.821.461.554.500;-4.318.918.784.594.850;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron}";$201.00;$800.00;$150.00;2;$28.00;3;30;12;96.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
;a few days or more;0%;f;1.0;-22.987.587.613.118.100;-4.319.537.293.498.340;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""24-hour check-in""}";$201.00;$1,500.00;$150.00;4;$150.00;2;89;80;83.0;8.0;8.0;9.0;9.0;10.0;8.0;f;f;strict;2018;4
;within a day;83%;f;1.0;-22.976.242.786.595.200;-4.318.817.680.139.420;Apartment;Entire home/apt;4;2.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Window guards"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Wide hallway clearance"",""Step-free access"",""Well-lit path to entrance"",""Step-free access"",""Accessible-height bed"",""Step-free access"",""Step-free access"",""Handheld shower head""}";$349.00;$500.00;$160.00;6;$0.00;3;10;35;99.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;moderate;2018;4
;within an hour;100%;f;3.0;-2.293.860.127.807.720;-43.205.683.096.329.200;House;Private room;3;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Smoking allowed"",Breakfast,""Pets live on this property"",Cat(s),""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$143.00;;$102.00;1;$102.00;1;1125;68;95.0;10.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
;;;f;1.0;-22.913.281.846.995.800;-4.318.975.283.561.310;Condominium;Entire home/apt;2;1.0;;1.0;Real Bed;"{Internet,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Suitable for events"",Washer,Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$89.00;$397.00;$165.00;2;$51.00;5;90;9;83.0;9.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
;within a few hours;90%;f;4.0;-22.981.920.948.909.500;-4.319.142.611.066.120;Serviced apartment;Entire home/apt;12;4.5;5.0;8.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",Crib,""Luggage dropoff allowed"",""Long term stays allowed"",Other}";$1,001.00;$1,000.00;$300.00;11;$100.00;2;1125;35;94.0;10.0;8.0;10.0;10.0;9.0;9.0;t;f;strict;2018;4
;within a few hours;100%;t;2.0;-2.298.566.573.108.650;-4.319.520.296.173.700;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance""}";$89.00;$350.00;$100.00;1;$50.00;3;90;59;95.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;strict;2018;4
;;;f;1.0;-2.296.902.651.968.580;-4.318.296.742.219.940;Apartment;Private room;4;1.0;1.0;2.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Washer,""Smoke detector"",""Safety card"",""Fire extinguisher""}";$161.00;$632.00;$211.00;1;$0.00;7;15;0;;;;;;;;f;f;strict;2018;4
;;;f;4.0;-2.297.573.094.088.140;-431.982.443.711.979;Apartment;Entire home/apt;4;1.5;2.0;3.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Free street parking"",""Family/kid friendly"",Washer,Essentials,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Children’s books and toys"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}";$656.00;$1,602.00;;5;$304.00;4;30;1;;;;;;;;f;f;moderate;2018;4
;;;f;1.0;-22.918.855.008.492.900;-43.266.797.591.211.700;Apartment;Private room;2;;1.0;;Real Bed;{};$171.00;;;1;$0.00;1;1125;0;;;;;;;;f;f;flexible;2018;4
;;;f;1.0;-22.922.837.637.492.500;-4.317.644.159.509.960;Guesthouse;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}";$288.00;;$84.00;4;$0.00;7;30;0;;;;;;;;t;f;flexible;2018;4
;within a day;100%;f;2.0;-22.927.150.571.383.500;-4.317.594.834.083.310;Apartment;Private room;2;3.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,Kitchen,""Smoking allowed"",Doorman,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron}";$48.00;;$150.00;1;$38.00;3;1125;3;93.0;9.0;9.0;10.0;10.0;10.0;10.0;f;f;moderate;2018;4
;within a day;100%;f;60.0;-2.300.562.192.802.160;-4.332.815.267.786.650;Apartment;Entire home/apt;4;1.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",Doorman,Gym,Elevator,""Free street parking"",""Hot tub"",""Family/kid friendly"",Washer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""High chair"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}";$856.00;$1,712.00;$171.00;1;$0.00;4;90;1;97.0;10.0;10.0;10.0;10.0;10.0;8.0;f;f;strict;2018;4
;within a day;90%;f;1.0;-22.978.056.354.871.100;-4.319.111.027.633.550;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""High chair"",""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Paid parking on premises""}";$150.00;$314.00;$160.00;2;$16.00;2;1125;119;89.0;9.0;9.0;9.0;9.0;10.0;9.0;f;f;strict;2018;4
;within an hour;100%;t;11.0;-22.981.913.739.549.000;-4.319.365.701.021.390;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}";$161.00;$650.00;$100.00;2;$50.00;3;90;31;96.0;9.0;9.0;10.0;10.0;9.0;9.0;t;f;strict;2018;4
;within a day;50%;f;1.0;-2.298.827.289.734.690;-4.319.375.875.489.360;Apartment;Entire home/apt;6;3.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Hangers,Iron,""translation missing: en.hosting_amenity_50""}";$2,049.00;$2,903.00;;1;$0.00;3;60;8;100.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
;within an hour;100%;f;2.0;-2.297.359.797.500.280;-43.228.078.433.321.600;Apartment;Private room;3;1.5;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",""First aid kit"",""Fire extinguisher"",Essentials}";$301.00;$0.00;$50.00;1;$0.00;1;1125;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;2018;4
;within a few hours;93%;f;14.0;-2.300.694.807.727.350;-4.359.589.356.647.710;Apartment;Entire home/apt;4;4.0;4.0;4.0;Real Bed;"{TV,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";$551.00;;$150.00;5;$150.00;3;1125;1;80.0;8.0;6.0;8.0;10.0;8.0;8.0;f;f;moderate;2018;4
;within a day;100%;f;2.0;-2.297.433.634.246.820;-4.318.829.729.959.140;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}";$143.00;$1,500.00;$250.00;3;$50.00;2;1125;22;96.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
;within an hour;100%;f;22.0;-22.914.468.486.203.800;-4.318.480.127.763.940;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Hot water""}";$92.00;$329.00;$80.00;2;$0.00;2;1125;42;89.0;9.0;9.0;10.0;9.0;9.0;9.0;t;f;strict;2018;4
;within an hour;100%;f;31.0;-2.296.853.239.153.810;-4.318.326.798.818.380;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers,Iron,""Hot water"",""Host greets you""}";$249.00;$971.00;;2;$0.00;4;30;1;60.0;;;;;;;f;f;strict;2018;4
;within an hour;100%;t;2.0;-2.297.959.016.276.500;-4.319.040.710.647.120;Apartment;Entire home/apt;8;2.0;3.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$410.00;;$171.00;1;$0.00;3;365;20;87.0;9.0;8.0;9.0;10.0;9.0;8.0;f;f;strict;2018;4
;within a day;100%;f;1.0;-2.300.492.070.678.710;-4.330.445.157.322.600;House;Entire home/apt;14;7.0;5.0;9.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer}";$2,001.00;$0.00;$300.00;1;$0.00;3;1125;15;91.0;9.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
;within an hour;100%;f;1.0;-2.298.601.562.482.560;-43.207.513.901.823.600;Apartment;Entire home/apt;6;2.0;3.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Family/kid friendly"",Washer,Hangers,""Hair dryer"",Iron,""Self check-in"",""Front desk/doorperson""}";$601.00;$0.00;$300.00;4;$0.00;3;14;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
;;;f;1.0;-229.608.178.154.689;-4.316.616.031.623.480;Apartment;Entire home/apt;7;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private living room"",""Baby monitor"",""Children’s books and toys"",""Window guards"",""Babysitter recommendations"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Accessible-height toilet"",""Step-free access"",""Wide entryway"",""Handheld shower head""}";$1,441.00;$6,000.00;$150.00;2;$75.00;1;1125;7;90.0;9.0;9.0;10.0;10.0;10.0;8.0;f;f;strict;2018;4
;;;f;2.0;-2.295.258.207.593.160;-4.319.328.559.239.450;Apartment;Entire home/apt;6;3.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Family/kid friendly"",Washer}";$994.00;$1,100.00;;1;$0.00;5;30;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
;within an hour;100%;t;4.0;-22.937.443.166.780.700;-431.775.557.081.393;Dorm;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Air conditioning"",Elevator,""Fire extinguisher""}";$150.00;$309.00;;1;$0.00;2;30;11;84.0;9.0;9.0;10.0;9.0;10.0;9.0;f;f;strict;2018;4
;;;f;3.0;-22.963.803.831.190.600;-4.317.137.399.121.000;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly""}";$301.00;;$180.00;1;$0.00;1;30;4;95.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;flexible;2018;4
;within a few hours;90%;f;6.0;-22.959.631.778.957.200;-43.171.022.948.726.300;Bed and breakfast;Private room;5;0.5;1.0;5.0;Real Bed;"{TV,Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly"",""Suitable for events"",Washer,Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets""}";$96.00;;$15.00;2;$75.00;2;60;62;91.0;9.0;9.0;9.0;9.0;9.0;9.0;f;f;strict;2018;4
;;;f;1.0;-22.934.254.840.256.600;-4.317.733.012.689.340;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,Doorman,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",Washer,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron}";$249.00;;$40.00;2;$100.00;3;15;7;97.0;10.0;9.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
;;;f;1.0;-2.291.903.260.752;-4.318.723.669.355.370;Bed and breakfast;Private room;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",""Free parking on premises"",""Smoking allowed"",Breakfast,""Pets live on this property"",Dog(s),""Family/kid friendly""}";$249.00;;;1;$0.00;1;1125;0;;;;;;;;f;f;flexible;2018;4
;;;f;3.0;-2.297.689.874.140.560;-43.188.383.002.453.900;Apartment;Entire home/apt;5;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly""}";$529.00;$2,000.00;$150.00;1;$0.00;10;365;1;89.0;10.0;8.0;10.0;10.0;8.0;8.0;f;f;strict;2018;4
;within an hour;100%;f;3.0;-2.298.234.608.273.730;-4.324.112.793.649.110;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;"{TV,Wifi,""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""Room-darkening shades"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}";$89.00;$500.00;$150.00;1;$0.00;1;1125;5;92.0;10.0;10.0;10.0;9.0;8.0;9.0;f;f;strict;2018;4
;;;f;2.0;-22.978.963.299.229.900;-4.320.207.430.227.290;Apartment;Entire home/apt;7;3.0;3.0;7.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Indoor fireplace"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";$1,370.00;$2,740.00;$342.00;1;$0.00;1;1125;0;;;;;;;;f;f;strict;2018;4
;within an hour;100%;f;3.0;-22.982.406.909.682.900;-4.323.958.787.330.020;Apartment;Private room;3;3.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Safety card"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}";$266.00;$500.00;$150.00;1;$0.00;1;1125;3;80.0;8.0;9.0;9.0;9.0;7.0;8.0;f;f;strict;2018;4
;within a day;80%;f;3.0;-2.296.231.325.323.140;-43.166.710.460.690.000;Apartment;Entire home/apt;4;2.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator}";$106.00;$500.00;$130.00;1;$90.00;5;100;17;96.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
;within a day;60%;f;42.0;-2.301.162.627.282.350;-43.391.480.840.134.900;Apartment;Entire home/apt;5;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Family/kid friendly""}";$348.00;$4,000.00;;1;$0.00;1;1125;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
;within an hour;100%;f;1.0;-22.963.804.506.517.400;-43.183.347.214.740.800;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox}";$301.00;$856.00;$257.00;1;$0.00;1;21;26;94.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;moderate;2018;4
;within a few hours;100%;f;2.0;-2.298.617.018.484.740;-4.322.266.966.731.680;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$490.00;$999.00;$170.00;4;$0.00;4;1125;5;100.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
